P1_lam,P1_ram,P2_lam,P2_ram,P3_lam,P3_ram,P4_lam,P4_ram,P5_lam,P5_ram,P6_lam,P6_ram,P7_lam,P7_ram
153856,160373,148387,84769,139273,43618,141793,82706,144701,48222,152170,160484,148365,78162
153851,160458,148398,86165,139282,42224,141809,84144,144640,50028,152214,160561,148365,79203
153874,160545,148405,87469,139280,40989,141813,85574,144595,51942,152203,160602,148339,80246
153914,160601,148422,88921,139274,39806,141831,87052,144554,53923,152169,160720,148319,81245
153952,160696,148460,90266,139278,38669,141852,88542,144512,56003,152181,160843,148279,82276
153968,160763,148514,91601,139303,37591,141901,90117,144473,58070,152180,160940,148251,83282
153965,160800,148543,92992,139365,36713,141920,91686,144503,60201,152144,161017,148225,84266
153946,160809,148589,94357,139360,35754,141957,93313,144531,62380,152140,161075,148198,85234
153924,160820,148648,95739,139374,34890,142007,94945,144545,64592,152152,161117,148177,86211
153868,160764,148728,97156,139396,34093,142051,96637,144544,66794,152145,161191,148168,87199
153812,160718,148829,98491,139414,33394,142100,98403,144578,69052,152180,161205,148138,88115
153755,160680,148915,99874,139442,32807,142143,100190,144626,71324,152219,161240,148134,89036
153693,160663,148965,101204,139475,32288,142191,102047,144668,73639,152241,161281,148123,89946
153633,160638,148981,102497,139509,31875,142257,103935,144711,75892,152307,161307,148130,90863
153578,160639,149003,103823,139545,31564,142294,105901,144729,78211,152361,161344,148123,91798
153533,160654,149005,105259,139592,31334,142319,107946,144757,80445,152361,161417,148116,92734
153497,160665,148983,106717,139633,31218,142327,110005,144757,82668,152437,161498,148108,93699
153480,160700,148965,108262,139686,31177,142347,112092,144767,84597,152498,161465,148119,94685
153463,160738,148974,109811,139735,31262,142369,114135,144746,86736,152461,161450,148136,95625
153472,160765,148972,111268,139772,31424,142390,116234,144793,88905,152484,161417,148145,96561
153502,160777,148960,112669,139814,31689,142385,118239,144797,91081,152482,161351,148174,97464
153541,160797,148936,114050,139868,32042,142393,120348,144819,93192,152396,161336,148173,98426
153598,160804,148912,115452,139904,32501,142405,122343,144861,95286,152408,161376,148183,99369
153640,160803,148917,116893,139933,33142,142443,124418,144863,97015,152429,161412,148217,100305
153656,160806,148909,118343,139958,33659,142473,126501,144900,98724,152397,161501,148232,101234
153654,160785,148890,119836,139974,34361,142486,128567,145028,100478,152341,161544,148256,102148
153647,160782,148860,121287,139993,35093,142492,130675,145089,102193,152367,161537,148286,103061
153634,160765,148840,122642,140028,35927,142513,132716,145155,103841,152318,161590,148299,103922
153618,160777,148783,123948,140054,36821,142549,134715,145204,105556,152320,161610,148306,104802
153603,160774,148731,125171,140043,37803,142561,136786,145226,107489,152349,161682,148315,105728
153595,160762,148672,126438,140062,38884,142674,138744,145320,109161,152377,161612,148337,106680
153587,160771,148651,127711,140087,39975,142698,140664,145354,110556,152413,161627,148360,107637
153591,160769,148611,128992,140087,41139,142659,142597,145404,111918,152402,161588,148388,108600
153606,160779,148588,130209,140081,42490,142729,144411,145448,113397,152451,161647,148418,109477
153613,160772,148547,131381,140070,43800,142797,146117,145513,114829,152479,161606,148438,110311
153626,160784,148527,132490,140056,45121,142853,147892,145568,116385,152493,161655,148437,111117
153655,160808,148495,133572,140046,46493,142913,149222,145670,117974,152550,161611,148435,111922
153698,160819,148491,134700,140047,47906,142962,150570,145746,119464,152547,161577,148425,112731
153755,160829,148484,135841,140039,49378,143064,151828,145885,120907,152618,161644,148419,113561
153806,160823,148493,136980,140037,50873,143142,152890,146011,122332,152612,161679,148418,114364
153829,160828,148517,138132,140030,52343,143196,153794,146109,123743,152648,161795,148416,115133
153854,160831,148561,139294,140032,53944,143228,154586,146194,125183,152654,161890,148406,115896
153868,160821,148623,140413,140046,55448,143237,155196,146326,126712,152662,161875,148401,116629
153882,160825,148715,141494,140039,57028,143257,155646,146426,128318,152739,161681,148393,117406
153892,160822,148820,142520,140031,58589,143266,155981,146543,129978,152762,161476,148388,118194
153897,160818,148915,143613,140024,60354,143275,156207,146664,131601,152764,161234,148393,118962
153899,160824,148980,144698,140005,61906,143272,156452,146750,133184,152800,160924,148418,119712
153890,160840,149024,145793,139988,63467,143278,156640,146870,134639,152795,160608,148434,120420
153894,160850,149112,146868,139969,64983,143319,156887,146946,136269,152834,160383,148466,121088
153891,160858,149144,147958,139955,66548,143345,157080,146991,137640,152865,160277,148499,121827
153886,160848,149170,149012,139937,67924,143346,157268,146964,139096,152874,160327,148525,122583
153877,160845,149175,150088,139907,69327,143368,157497,146932,140554,152903,160427,148552,123283
153866,160864,149196,151091,139885,70701,143416,157622,146884,142071,152954,160477,148593,123979
153857,160852,149199,152042,139846,72105,143432,157832,146788,143586,152960,160478,148625,124696
153854,160848,149201,152967,139807,73472,143420,157934,146679,144950,152967,160477,148654,125370
153851,160833,149210,153825,139781,74797,143425,158019,146562,146198,152951,160476,148689,126045
153840,160811,149194,154574,139792,76020,143416,158049,146468,147264,152960,160487,148702,126715
153831,160790,149296,155293,139691,77288,143384,158111,146377,148226,152941,160481,148699,127400
153817,160787,149244,155876,139628,78543,143353,158131,146340,149083,152872,160438,148710,128117
153796,160802,149185,156347,139651,79870,143354,158142,146302,149939,152833,160404,148734,128811
153786,160810,149115,156682,139603,81096,143329,158158,146263,150787,152780,160387,148761,129533
153776,160818,149045,156834,139561,82356,143298,158199,146212,151629,152771,160328,148797,130268
153774,160809,148963,156912,139510,83519,143271,158245,146165,152462,152741,160201,148826,130962
153764,160803,148895,156952,139429,84656,143251,158245,146084,153247,152703,160141,148858,131677
153749,160800,148817,156889,139417,85810,143190,158297,146014,154108,152647,160067,148861,132349
153749,160798,148746,156755,139435,86902,143141,158282,145936,154726,152609,160048,148849,133021
153743,160789,148686,156519,139448,88049,143102,158312,145854,155219,152547,160068,148844,133691
153729,160782,148657,156217,139446,89173,143069,158306,145780,155546,152557,160154,148859,134422
153716,160780,148664,155780,139456,90288,143052,158324,145718,155711,152571,160266,148930,135170
153709,160776,148689,155317,139509,91393,143045,158290,145666,155683,152548,160400,148976,135954
153689,160764,148737,154798,139579,92523,143036,158248,145622,155554,152500,160636,149006,136706
153691,160765,148758,154241,139618,93625,143043,158221,145596,155360,152502,160938,148974,137457
153691,160763,148619,153531,139638,94710,143066,158199,145568,154983,152498,161179,148972,138178
153681,160724,148659,152895,139684,95826,143076,158118,145553,154594,152468,161398,148970,138903
153681,160719,148713,152188,139758,96945,143083,157833,145547,154031,152437,161573,148967,139617
153689,160717,148743,151402,139831,98032,143079,157707,145583,153381,152427,161716,148984,140317
153691,160698,148787,150635,139909,99164,143082,157540,145637,152728,152434,161826,149005,140969
153694,160699,148861,149790,139940,100316,143106,157300,145713,151930,152434,161846,149030,141603
153708,160712,148886,148849,139963,101466,143135,156925,145837,151068,152475,161864,149043,142253
153716,160718,148954,147865,140005,102616,143144,156572,145950,150127,152360,161833,149045,142876
153744,160719,149011,146839,140075,103733,143164,156187,146072,149090,152258,161803,149038,143540
153752,160712,149072,145801,140120,104883,143181,155743,146210,148089,152142,161868,149008,144239
153772,160697,149152,144765,140154,106070,143173,155279,146315,146916,151916,161787,148973,144925
153809,160690,149201,143682,140170,107295,143160,154779,146425,145850,151721,161742,148920,145611
153834,160679,149269,142502,140181,108457,143138,154268,146508,144798,151496,161807,148875,146342
153851,160680,149343,141352,140178,109671,143118,153694,146567,143720,151276,161754,148855,147022
153862,160667,149430,140238,140169,110929,143084,153141,146623,142678,151015,161815,148876,147651
153861,160661,149540,138971,140177,112075,143047,152516,146674,141536,150838,161816,148905,148185
153846,160661,149640,137742,140149,113248,142993,151909,146725,140564,150672,161847,148929,148713
153822,160686,149710,136419,140151,114429,142959,151227,146806,139555,150396,161902,148950,149298
153794,160673,149782,135106,140132,115575,142925,150516,146875,138585,150300,161936,148948,149916
153769,160673,149818,133782,140082,116679,142916,149812,146905,137652,150217,162006,148932,150540
153755,160679,149836,132361,140175,117783,142930,149187,146973,136739,150245,162110,148929,151221
153753,160693,149819,130963,140151,118852,142961,148381,147067,135848,150267,162135,148915,151929
153750,160683,149782,129544,140083,119899,142974,147525,147172,134918,150385,162161,148920,152621
153758,160697,149736,128074,140009,120888,142988,146609,147271,134001,150507,162175,148924,153339
153772,160705,149690,126606,139889,121961,143012,145667,147371,133009,150673,162202,148958,153987
153763,160701,149634,125038,139846,122922,143042,144815,147476,132103,150879,162208,149017,154549
153762,160702,149561,123516,139813,123833,143064,143803,147626,131124,151090,162172,149075,154996
153751,160718,149515,122057,139748,124768,143070,142755,147781,130168,151347,162103,149140,155553
153726,160703,149509,120421,139686,125706,143085,141667,147929,129128,151623,162016,149203,156132
153711,160704,149521,118773,139625,126587,143063,140570,148046,128186,151891,161857,149249,156654
153692,160719,149521,117101,139562,127435,143070,139437,148135,127097,152193,161716,149297,157207
153669,160751,149526,115426,139530,128227,143061,138309,148217,125971,152481,161619,149337,157793
153642,160760,149559,113721,139475,129027,143061,137158,148251,124812,152771,161526,149366,158335
153622,160770,149583,111982,139425,129808,143072,135997,148310,123612,152982,161508,149379,158822
153600,160755,149597,110274,139394,130512,143078,134747,148334,122382,153229,161445,149396,159374
153575,160733,149614,108524,139367,131230,143092,133514,148388,121071,153405,161414,149405,159905
153552,160695,149613,106752,139340,131918,143096,132164,148430,119672,153600,161358,149422,160407
153525,160657,149597,104933,139333,132551,143083,130855,148451,118267,153767,161316,149446,160884
153495,160593,149595,103192,139298,133183,143067,129484,148487,116821,153890,161351,149491,161300
153463,160547,149588,101376,139258,133717,143033,128127,148500,115321,154026,161367,149541,161608
153434,160523,149579,99615,139249,134218,143017,126737,148534,113837,154136,161328,149605,161929
153397,160514,149554,97832,139245,134753,143018,125393,148540,112358,154239,161246,149655,162221
153356,160516,149545,96109,139192,135224,143028,124010,148542,110609,154319,161175,149708,162506
153316,160510,149515,94320,139190,135650,143059,122566,148530,108934,154421,161078,149741,162860
153290,160521,149477,92580,139177,136030,143105,121049,148501,107269,154479,160972,149771,163147
153272,160536,149478,90829,139175,136447,143141,119481,148483,105503,154551,160842,149793,163427
153257,160556,149500,89028,139169,136815,143175,117794,148443,103628,154640,160622,149807,163689
153249,160579,149519,87319,139182,137168,143204,116179,148405,101659,154709,160394,149822,163917
153255,160582,149532,85575,139184,137474,143222,114513,148381,99748,154745,160163,149830,164108
153260,160576,149541,83816,139182,137606,143213,112821,148353,97838,154778,159828,149835,164291
153278,160570,149551,82132,139201,137854,143214,111064,148306,95817,154835,159538,149827,164416
153292,160583,149571,80387,139224,138165,143190,109322,148235,93805,154926,159185,149830,164437
153303,160593,149609,78709,139294,138449,143171,107581,148164,91785,154892,158959,149807,164347
153314,160617,149661,77133,139312,138702,143164,105779,148100,89728,154903,158652,149779,164246
153310,160632,149700,75532,139341,138924,143152,103996,148039,87860,154909,158414,149739,164122
153342,160669,149727,73959,139387,139151,143160,102251,148025,85771,154913,158233,149709,163899
153383,160687,149745,72397,139412,139308,143139,100364,148029,83626,154875,157996,149672,163763
153423,160722,149765,70906,139460,139496,143124,98520,148050,81466,154839,157758,149655,163523
153479,160766,149756,69384,139502,139682,143115,96690,148083,79217,154809,157527,149639,163173
153556,160708,149752,67978,139499,139862,143122,94846,148051,76894,154784,157259,149650,162722
153593,160741,149735,66403,139549,140022,143145,93056,148069,74797,154769,156969,149670,162187
153640,160797,149739,64975,139565,140181,143151,91219,148102,72672,154730,156620,149689,161608
153674,160854,149752,63615,139567,140359,143141,89463,148013,70558,154681,156169,149678,160937
153704,160929,149774,62155,139546,140535,143117,87723,148016,68571,154640,155615,149619,160145
153751,161007,149801,60833,139547,140671,143100,86016,148011,66650,154598,155071,149553,159216
153797,161061,149825,59452,139542,140894,143093,84352,148044,64600,154539,154550,149454,158187
153857,161104,149818,58080,139485,141067,143077,82693,148020,62668,154461,154165,149364,157148
153925,161092,149800,56783,139444,141241,143080,81102,147994,60865,154358,153705,149258,156072
154013,161064,149781,55467,139407,141498,143099,79473,147982,58915,154295,153214,149183,154873
154093,161022,149792,54213,139372,141663,143087,77839,147954,57034,154188,152781,149150,153602
154179,160982,149798,53025,139351,141829,143072,76242,147915,55196,154050,152246,149125,152135
154254,160967,149786,51801,139322,141968,143059,74644,147895,53439,153902,151580,149119,150557
154326,160984,149773,50697,139294,142200,143069,73116,147881,51783,153761,151213,149132,148855
154392,161012,149774,49632,139264,142331,143087,71559,147898,50175,153598,150743,149168,147154
