right_elbow_Rdist_traveled
0
488
968
1402
1963
2616
3724
4580
5516
6166
6784
7279
7788
8458
9054
9594
10170
10835
11465
12020
12601
13315
13896
14413
15043
15714
16233
16684
17209
17772
18301
18747
19188
19700
20227
20661
20990
21285
21605
21942
22289
22568
22794
22794
23105
23105
23339
23339
23339
23617
23617
23617
23919
23919
24162
24162
24532
24532
24943
25203
25517
25886
26238
26565
26846
27114
27480
27889
28333
28743
29052
29429
29853
30339
30820
31238
31694
32161
32731
33271
33779
34283
34897
35493
35949
36350
36906
37519
38000
38444
38889
39457
39984
40407
40851
41297
41853
42298
42662
42992
43333
43661
44011
44302
44587
44798
45025
45025
45359
45359
45587
45587
45587
45828
45828
45828
46102
46102
46308
46308
46596
46596
47042
47294
47619
47916
48231
48520
48782
49090
49488
49896
50335
50697
51009
51399
51813
52243
52616
52939
53244
53556
53915
54296
54718
55067
55393
55712
56055
56431
56838
57231
57549
57894
58201
58497
58874
59213
59526
59778
60001
60001
60296
60296
60503
60503
60503
60796
60796
61086
61302
61581
61860
62284
62806
63333
63850
64524
65362
66033
66890
67919
68751
69874
70850
72058
73118
74427
75591
76983
78307
79754
81311
82748
84258
85882
87275
88849
90360
91675
93106
94386
95735
96800
97986
98938
100106
101003
101971
102977
103843
104784
105774
106521
107393
108280
109047
109801
110472
111045
111597
112259
112643
113015
113415
113910
114718
115289
116096
117067
118035
119189
120267
121541
122712
124574
125725
127189
128536
129953
131396
132783
134483
136041
137643
139292
140748
142427
143928
145579
147245
148832
150570
152008
153576
155076
156549
157921
159326
160844
162189
163723
165044
166420
167525
168583
169556
170398
171147
171837
172463
173030
173658
174263
174887
175685
176540
177341
178352
179391
180651
181948
183609
185394
187387
189351
191614
193999
196534
199350
202164
205318
208291
211407
214627
217680
220800
223854
226814
229653
232522
235167
237943
240911
243200
245494
247618
249564
251425
253327
254905
256325
257741
258797
259921
260777
261624
262395
262982
263460
263909
264329
264648
264948
265215
265563
265953
266306
266656
267022
267464
267933
268300
268883
269499
270247
271193
272066
273346
274507
275783
277112
278632
280093
281704
283528
285365
287151
288964
290970
292979
294982
296746
298547
300348
302109
303777
305490
307063
308830
309807
311506
312620
313918
314953
315889
316691
317432
318277
318964
319547
320319
320852
321369
321944
322551
323031
323554
324389
324894
325468
326027
326544
326997
327876
328207
328417
328417
328770
329246
329246
329523
329523
329911
330149
330510
330939
331463
332012
332611
333309
334181
335068
335726
336564
337501
338170
338914
339748
340562
341521
342112
342599
343019
343359
344573
345377
345592
345839
346116
346508
347055
347727
348396
349076
349971
350862
351832
353060
354230
355698
357242
358748
360477
362326
364231
366098
368078
370062
372139
374740
376850
378886
380880
382869
384824
386789
388780
390703
392558
394273
395987
397665
399107
400480
401825
402900
403907
404790
405386
405988
406505
406870
407125
407356
407697
408100
408641
409210
409770
410543
411400
412240
413362
414377
415597
416945
418372
419820
421376
423039
425107
426807
428584
430347
432037
433848
435800
437698
439502
441242
443031
444765
446245
447804
449295
450454
451921
453124
454362
455450
456475
457626
458568
459546
460400
461288
462137
462956
463778
464666
465502
466356
467214
468409
469361
470227
471163
472183
473108
474363
475561
476909
478338
479905
481564
483320
485342
487283
489236
491407
493573
495811
498066
500300
502454
504551
506890
508465
510676
512617
514282
515785
517257
518568
519888
520979
521913
522839
523583
524061
524518
524827
525093
525093
525393
525605
525920
526284
526796
527344
528062
528825
529549
530325
531141
531902
532613
533289
534111
534865
535575
536241
536777
537274
537875
538573
539225
540110
541175
542154
543526
544922
546431
548259
550122
551938
553905
555989
558067
560648
562774
564967
567053
568871
570692
572432
574101
575585
576896
578270
579403
580551
581397
582293
583266
584201
585091
585967
586669
587316
587908
588484
589058
589642
590154
590625
591047
591396
591768
592114
592367
592635
592931
593247
594075
594379
594670
595059
595303
595529
595941
596162
596162
596584
596873
597106
597357
597584
597825
598049
598049
598435
598435
598741
598741
599130
599368
599693
599999
600322
600938
601212
601500
601807
602203
602626
602871
603293
603704
604098
604502
605021
605628
606330
607067
608173
609103
610338
611412
612616
613818
615165
616398
617850
619152
621048
622571
623991
625541
626978
628420
629924
631254
632691
634137
635512
636900
638160
639500
640658
641915
642988
644170
645072
646086
646867
647624
648357
648942
649387
649718
649718
650025
650025
650351
650672
651122
651804
652564
653305
654237
655204
656209
657370
658562
659839
661263
662525
664054
665504
667443
668807
670117
671706
673133
674688
676236
677687
679259
680720
682034
683466
684721
