_ram_final
168580
168624
168633
168655
168652
168661
168709
168818
168691
168702
168717
168727
168742
168756
168772
168780
168794
168838
168861
168905
168960
169022
169115
169189
169261
169318
169407
169496
169616
169745
169894
170017
170098
170202
170297
170386
170447
170500
170553
170564
170552
170537
170543
170523
170530
170538
170541
170560
170577
170590
170621
170649
170664
170689
170706
170693
170682
170674
170669
170676
170700
170702
170711
170756
170714
170698
170733
170731
170744
170751
170776
170729
170737
170764
170716
170696
170681
170653
170645
170641
170626
170627
170630
170635
170647
170625
170635
170637
170637
170646
170645
170640
170615
170586
170560
170533
170533
170489
170445
170427
170381
170331
170263
170144
170027
169888
169797
169677
169595
169545
169530
169539
169616
169649
169676
169699
169691
169724
169675
169619
169538
169430
169347
169252
169137
169017
168883
168738
168565
168420
168293
168119
167979
167824
167691
167541
167433
167351
167265
167206
167185
167180
167176
167159
167142
167112
166968
166978
166961
166958
166940
167055
166943
166809
166605
166175
165856
165545
165202
164828
164388
163995
163689
163278
162940
162532
162128
161609
161060
160510
160025
159548
158841
158330
157770
157164
156613
156074
155477
154926
154262
153607
152940
152260
151533
150660
149788
148826
147702
146641
145535
144427
143400
142210
141018
139758
138289
137140
135689
134144
132631
131092
129521
127922
126341
124758
123132
121493
119878
118249
116659
115037
113395
111754
110120
108475
106856
105336
103648
102099
100411
98745
97165
95547
93971
92337
90706
89078
87437
85821
84255
82552
80958
79238
77586
75982
74440
72897
71481
69729
68391
66954
65479
64132
62754
61345
59976
58629
57268
55902
54524
53365
52057
50805
49628
48361
47252
46200
45277
44407
43634
42928
42313
41551
41112
40730
40290
39994
39767
39628
39531
39448
39396
39425
39524
39693
39910
40139
40597
40995
41416
41922
42392
42900
43369
43944
44600
45231
45921
46666
47469
48312
49262
50175
51338
52408
53445
54717
55960
57240
58375
59690
61052
62548
63931
65386
66824
68276
69727
71113
72554
73917
75237
76569
77902
79249
80619
81983
83404
84769
86165
87469
88921
90266
91601
92992
94357
95739
97156
98491
99874
101204
102497
103823
105259
106717
108262
109811
111268
112669
114050
115452
116893
118343
119836
121287
122642
123948
125171
126438
127711
128992
130209
131381
132490
133572
134700
135841
136980
138132
139294
140413
141494
142520
143613
144698
145793
146868
147958
149012
150088
151091
152042
152967
153825
154574
155293
155876
156347
156682
156834
156912
156952
156889
156755
156519
156217
155780
155317
154798
154241
153531
152895
152188
151402
150635
149790
148849
147865
146839
145801
144765
143682
142502
141352
140238
138971
137742
136419
135106
133782
132361
130963
129544
128074
126606
125038
123516
122057
120421
118773
117101
115426
113721
111982
110274
108524
106752
104933
103192
101376
99615
97832
96109
94320
92580
90829
89028
87319
85575
83816
82132
80387
78709
77133
75532
73959
72397
70906
69384
67978
66403
64975
63615
62155
60833
59452
58080
56783
55467
54213
53025
51801
50697
49632
48590
47582
46688
45804
44979
44249
43435
42828
42322
41892
41536
41267
41046
40915
40881
40869
40911
40990
41098
41242
41452
41761
42057
42442
43113
43614
44123
44708
45362
46126
46880
47689
48554
49479
50446
51513
52638
53615
54885
56227
57582
59261
60748
62392
63972
65676
67255
68917
70628
72292
73823
75515
77211
78956
80564
82285
84018
85754
87547
89178
90879
92551
94223
95848
97403
98921
100389
101803
103133
104441
105752
107142
108463
109818
111094
112293
113478
114610
115804
117044
118246
119351
120423
121447
122440
123482
124521
125568
126604
127617
128576
129533
130462
131470
132517
133585
134591
135525
136426
137302
138190
139028
139910
140849
141862
142872
143826
144815
145789
146725
147655
148588
149474
150360
151139
151808
152402
152892
153249
153503
153647
153746
153762
153732
153636
153496
153252
152927
152531
152076
151571
151037
150447
149782
148975
148244
147417
146532
145626
144680
143760
142764
141751
140680
139579
138421
137282
136080
134830
133592
132318
131003
129648
128394
126973
125526
124095
122646
121083
119455
117869
116200
114528
112830
111040
109317
107515
105636
103845
101980
100196
98359
96540
94670
92806
91007
89190
87410
85652
83941
82211
80516
78812
77124
75526
73917
72502
70969
69574
68203
66780
65404
64071
62602
61295
60075
58918
57855
56852
55803
54918
53919
52920
52054
51048
50195
49390
48658
47936
47229
46785
46283
45859
45536
45287
45062
44857
44763
44527
44354
44175
44080
44028
43974
43954
43985
44073
44176
44350
44593
44892
45356
45744
46137
46633
47208
47812
48513
49295
49992
50888
51746
52806
53914
55031
55922
57101
58323
59638
60975
62411
63900
65454
66948
68501
70068
71642
73182
74801
76490
78064
79598
81112
82685
84230
85812
87325
88871
90426
91946
93479
95010
96511
98015
99521
101019
102426
103752
105131
106546
107957
109446
110932
112430
113877
115276
116643
118075
119564
121112
122600
124068
125490
126812
128199
129559
131013
132483
133902
135218
136459
137649
138780
139926
141122
142352
143520
144614
145613
146578
147468
148288
149148
150001
150872
151729
152588
153427
154228
154977
155704
156413
157125
157889
158621
159331
159923
160461
160942
161304
161651
161860
162029
162111
162082
161925
161565
161042
160381
159656
158867
158011
157110
156155
155115
154001
152845
151682
150545
149399
148207
146922
145663
144329
142962
141558
140148
138684
137234
135729
134341
132666
131157
129543
127849
126151
124461
122814
121065
119346
117608
115830
114023
112221
110419
108576
106790
104883
103003
101132
99308
97471
95618
93765
91997
90265
88503
86805
85101
83393
81740
80103
78490
76827
75241
73664
72122
70539
69030
67470
65962
64524
63093
61740
60309
58974
57660
56390
55082
53855
52646
51420
50266
49134
48043
47060
46093
45222
44410
43701
43090
42585
42167
41856
41659
41554
41319
41507
41857
42002
42272
42673
43101
43839
44481
45121
45826
46599
47469
48454
49530
50553
51807
53110
54523
55835
57326
58858
60427
62118
63858
65667
67374
69162
70923
72580
74268
76103
77841
79517
81129
82716
84348
86021
87713
89421
91042
92568
94026
95418
96780
98178
99499
100846
102091
103356
104579
105772
106918
108178
109496
110844
112149
113362
114543
115713
116953
118259
119619
120928
122198
123417
124768
126091
127464
128947
130398
131788
133216
134555
135954
137334
138717
140023
141315
142512
143686
144813
145909
146988
147978
148925
149782
150624
151360
152039
152677
153256
153806
154308
154776
155217
155678
156049
156372
156605
156782
156809
156738
156598
156322
156004
155681
155354
154973
154551
154120
153644
153082
152509
151950
151326
150687
149884
149097
148273
147410
146578
145652
144727
143773
142793
141696
140595
139511
138516
137366
136101
134744
133464
132126
130760
129217
127760
126194
124666
123089
121554
119907
118278
116558
114875
113189
111446
109654
107764
106006
104216
102516
100704
98943
97178
95379
93591
91788
90057
88246
86497
84701
82939
81197
79354
77564
75864
74084
72371
70610
68914
67254
65658
64043
62406
60783
59208
57698
56212
54698
53341
51983
50721
49380
48247
47145
46112
45155
44248
43438
42664
41958
41255
40842
40517
40438
40307
40269
40304
40329
40517
40806
41108
41446
41916
42432
43015
43645
44641
45412
46202
46891
47854
49084
50239
51486
52964
54167
55617
57036
58630
60113
61778
63457
65252
66912
68700
70517
72280
73938
75655
77404
79100
80762
82456
84111
85700
87240
88789
90207
91626
92980
94342
95748
97124
98528
99925
101287
102738
104101
105442
106875
108262
109648
111063
112474
113883
115366
116938
118484
120064
121573
123131
124746
126435
128121
129768
131393
133069
134692
136243
137869
139512
141219
142794
144283
145609
146887
148139
149383
150580
151620
152654
153538
154357
155132
155855
156521
157125
157708
158237
158721
159134
159516
159849
160160
160386
160579
160726
160754
160713
160537
160254
159869
159405
158929
158408
157832
157291
156680
156046
155355
154592
153804
152913
152065
151157
150231
149287
148220
147170
146123
145026
143891
142688
141460
140202
138866
137683
136339
134958
133554
132095
130628
129109
127627
125979
124393
122775
121101
119388
117721
115920
114116
112278
110368
108516
106575
104610
102636
100662
98659
96633
94642
92665
90662
88698
86758
84745
82821
80874
78929
77035
75137
73376
71568
69833
68068
66251
64526
62873
61148
59594
57982
56427
54914
53381
51933
50595
49290
48078
46844
45788
44819
43960
43214
42593
42052
41615
41300
41168
41093
41137
41304
41505
41797
42144
42621
43079
43611
44206
44932
45571
46336
47152
47979
48913
49975
51069
52095
53331
54564
55876
57301
58759
60288
61864
63558
65189
66883
68585
70301
72042
73891
75671
77445
79197
80968
82646
84352
85984
87610
89192
90686
92216
93697
95304
96788
98198
99615
101003
102296
103627
104916
106144
107271
108469
109629
110837
112045
113167
114292
115419
116590
117745
118954
120215
121547
122882
124262
125717
127203
128807
130361
131853
133235
134808
136351
137487
139058
141079
142541
143912
145158
146360
147490
148532
149522
150409
151261
152032
152743
153387
153979
154469
154931
155321
155656
155947
156183
156319
156419
156547
156624
156705
156680
156605
156449
156285
156079
155844
155520
155132
154730
154209
153672
153074
152426
151668
150876
150058
149169
148223
147302
146360
145340
144373
143336
142230
141179
140080
138910
137806
136506
135336
134052
132735
131483
130155
128804
127445
125997
124571
123135
121643
120130
118563
117049
115437
113833
112184
110520
109003
106975
105248
103548
101834
100229
98391
96618
95006
93141
91489
89653
87948
86140
84368
82618
80915
79276
77637
76062
74534
73063
71603
70119
68683
67281
65850
64526
63226
62081
60838
59692
58467
57380
56350
55305
54361
53316
52376
51497
50668
49820
49103
48445
47812
47225
46707
46269
45881
45580
45281
45026
44902
44815
44805
44812
44857
44927
45043
45234
45533
45792
46137
46498
46988
47546
48152
48925
49685
50491
51401
52421
53445
54604
55921
57270
58794
60385
61800
63321
64796
66350
67949
69578
71212
72869
74544
76233
77962
79710
81486
83200
84905
86597
88288
89983
91609
93184
94682
96189
97608
99068
100488
101968
103430
104823
106251
107630
108996
110376
111789
113246
114598
116023
117438
118799
120187
121661
123157
124631
126093
127527
129002
130499
132084
133701
135236
136753
138206
139560
140890
142257
143618
144939
146210
147444
148579
149597
150564
151410
152212
152941
153647
154332
154980
155615
156205
156735
157209
157625
158051
158454
158793
159067
159248
159362
159516
159459
159363
159229
159016
158768
158470
158121
157737
157303
156765
156174
155440
154704
153912
153080
152203
151256
150250
149223
148195
147134
146041
144874
143701
142569
141416
140215
138958
137604
136282
134824
133456
131955
130574
129092
127631
126110
124618
123024
121575
119937
118227
116484
114882
113163
111458
109812
108062
106268
104391
102539
100833
99054
97135
95340
93568
91733
89994
88208
86409
84674
83018
81260
79592
77929
76206
74537
72863
71211
69634
68043
66465
64837
63253
61649
60257
58711
57262
55738
54385
53124
51892
50693
49494
48324
47278
46285
45193
44293
43444
42678
42025
41462
41009
40602
40350
40155
40078
40027
40089
40194
40334
40562
40880
41215
41620
42028
42465
42982
43495
44177
44844
45576
46312
47119
48009
48895
49916
51104
52325
53600
55000
56420
57938
59425
61068
62660
64310
66017
